incident_date,Incident Time,FlightID,Aircraft,Altitude,Airport,Laser Color,Injury,City,State
04/25/22,240,RPA3623,E170,16000,IND,Blue,No,Indianapolis,Indiana
04/25/22,215,N421GM,C421,4000,ZKC,Green,No,Olathe,Kansas
04/25/22,157,KSF17,C172,3500,YNG,Green,No,Youngstown/Warren,Ohio
04/25/22,147,MTU88,DA40,4500,ZME,Green,No,Memphis,Tennessee
04/25/22,142,N873MA,DA40,7000,CHS,Green,No,Charleston ,South Carolina
04/25/22,128,ENY3690,E170,6000,C90,Green,No,Elgin,Illinois
04/26/22,1132,UPS2968,B763,5000,HCF,Green,No,Honolulu,Hawaii
04/26/22,625,SWA2545,B737,4000,GEG,Green,No,Spokane ,Washington
04/26/22,610,IFL531,FA20,36000,ZHU,Blue,No,Houston,Texas
04/26/22,540,NKS696,A320,3500,L30,Green,No,Las Vegas,Nevada
04/26/22,500,LN866LF,PC12,1600,BFI,Green,No,Seattle,Washington
04/26/22,452,QXE2446,DH8D,3200,S46,Green,No,Burien,Washington
04/26/22,450,ASA717,B739,3200,S46,Green,No,Burien,Washington
04/26/22,448,QXE2227,DH8D,3200,S46,Green,No,Burien,Washington
04/26/22,446,DAL1021,B739,3200,S46,Green,No,Burien,Washington
04/26/22,432,ASA1078,B739,3200,S46,Green,No,Burien,Washington
04/26/22,425,N7640T,BE35,4000,DVT,Blue,No,Phoenix,Arizona
04/26/22,415,N86JD,R44,3000,P80,Blue,No,Portland,Oregon
04/26/22,410,N562ND,C172,7000,COS,Green,No,Colorado Springs,Colorado
04/26/22,405,N184AF,C172,7000,COS,Green,No,Colorado Springs,Colorado
04/26/22,357,AAY41,A319,6500,ELP,Green,No,El Paso,Texas
04/26/22,352,DAL912,A321,3200,S46,Green,No,Burien,Washington
04/26/22,346,ASA1107,B738,3200,S46,Green,No,Burien,Washington
04/26/22,335,FDX1624,B757,10000,IND,Green,No,Indianapolis,Indiana
04/26/22,327,DAL1134,BCS3,8000,S56,Green,No,Salt Lake City,Utah
04/26/22,325,DAL2807,A321,8000,S56,Green,No,Salt Lake City,Utah
04/26/22,254,FDX1230,MD11,13000,S56,Green,No,Salt Lake City,Utah
04/26/22,248,JBU359,A21N,2200,BUR,Green,No,Burbank,California
04/26/22,230,FFT2291,A20N,11000,MIA,Green,No,Miami,Florida
04/26/22,212,UAL793,B738,2600,TPA,Green,No,Tampa,Florida
04/26/22,158,PDT6235,E145,6000,EVV,Blue,No,Evansville,Indiana
04/26/22,150,N919PK,PC12,5000,SAT,Green,No,San Antonio,Texas
04/27/22,910,MTN8345,C208,7000,CMH,Green,No,Columbus,Ohio
04/27/22,759,FLCN5,500H,Unk,PHX,Unk,No,Phoenix,Arizona
04/27/22,715,NKS954,A20N,7000,L30,Green,No,Las Vegas,Nevada
04/27/22,632,FNX930,BE50,6500,ZTL,Green,No,Hampton,Georgia
04/27/22,628,DAL1417,B739,4400,GEG,Green,No,Spokane ,Washington
04/27/22,545,DAL2178,A321,4500,BIL,Green,No,Billings,Montana
04/27/22,500,SWA2259,B737,11000,NCT,Green,No,Mather,California
04/27/22,443,ASA688,B739,3600,S46,Green,No,Burien,Washington
04/27/22,435,FDX1240,B763,35000,ZME,Blue,No,Memphis,Tennessee
04/27/22,434,JANGL01,F16,2500,ZAB,Green,No,Albuquerque,New Mexico
04/27/22,430,ASH5949,CRJ9,2500,ONT,Green,No,Ontario,California
04/27/22,425,JBU355,A21N,3500,ONT,Green,No,Ontario,California
04/27/22,420,QXE2445,DH8D,3000,S46,Green,No,Burien,Washington
04/27/22,401,N54678,C172,5500,SCT,Green,No,San Diego,California
04/27/22,330,AL3,HELO,3000,L30,Green,No,Las Vegas,Nevada
04/27/22,330,DAL2693,B752,24000,ZTL,Green,No,Hampton,Georgia
04/27/22,330,BELLS82,H60,6500,BJC,Green,No,Denver,Colorado
04/27/22,300,UCA4241,E145,10000,ZHU,Green,No,Houston,Texas
04/27/22,255,R95615,H60,6300,PUB,Green,No,Pueblo,Colorado
04/27/22,251,AAL937,A319,10000,D10,Green,No,Dallas-Fort Worth,Texas
04/27/22,230,SWA1949,B738,24000,ZHU,Blue,No,Houston,Texas
04/27/22,216,ENY3805,E145,16000,ZOB,Green,No,Oberlin,Ohio
04/27/22,159,DAL2667,B739,14000,IND,Blue,No,Indianapolis,Indiana
04/27/22,152,N428DS,DA20,1800,LUK,Green,No,Cincinnati,Ohio
04/27/22,150,FNX930,BE58,3500,FAY,Green,No,Fayetteville,North Carolina
04/27/22,140,N292LA,P28A,2000,WRI,Green,No,Wrightstown,New Jersey
04/27/22,133,UAL1476,B739,6000,I90,Green,No,Houston,Texas
04/28/22,1054,UPS836,A306,6000,BIL,Green,No,Billings,Montana
04/28/22,759,FDX1814,MD11,4000,HCF,Green,No,Honolulu,Hawaii
04/28/22,640,SCX8153,B737,8000,ZHU,Green,No,Houston,Texas
04/28/22,528,ASA823,B738,1500,SNA,White,No,Santa Ana,California
04/28/22,523,GOONY47,C130,7000,LIT,Blue,No,Little Rock,Arkansas
04/28/22,507,SWA785,B737,23000,ZDC,Green,No,Leesburg,Virginia
04/28/22,500,N382PH,EC35,1800,BHM,Green,No,Birmingham,Alabama
04/28/22,425,BGB15,BE23,2000,MWH,Purple,No,Moses Lake ,Washington
04/28/22,401,RPA4859,E75S,3000,DTW,Green,No,Detroit,Michigan
04/28/22,309,SWA771,B737,3800,C90,Green,No,Elgin,Illinois
04/28/22,300,N1735M,C182,8500,D01,Green,No,Denver,Colorado
04/28/22,246,NKS1608,A20N,17000,ZOB,Blue,No,Oberlin,Ohio
04/28/22,238,JBU6153,A320,9000,R90,Green,No,Bellevue,Nebraska
04/28/22,220,ANGRY2,F16,3000,ADW,Green,No,Camp Springs,Maryland
04/28/22,209,N403AM,DV20,3000,OWB,Green,No,Owensboro,Kentucky
04/28/22,202,SWA175,B737,10000,PCT,Green,No,Warrenton,Virginia
04/28/22,118,SWA1918,B737,1900,MDW,Green,No,Chicago,Illinois
04/28/22,115,IFG187,BE20,14000,ZID,Green,No,Indianapolis,Indiana
04/29/22,826,UPS710,B752,15000,ZHU,Green,No,Houston,Texas
04/29/22,701,ASA1305,B739,6000,GEG,Blue,No,Spokane ,Washington
04/29/22,658,SWA899,B737,5000,GEG,Blue,No,Spokane ,Washington
04/29/22,641,DAL1417,B739,6000,GEG,Blue,No,Spokane ,Washington
04/29/22,553,SWA4052,B738,5000,NCT,Green,No,Mather,California
04/29/22,527,UPS61,B748,7500,SDF,Green,No,Louisville,Kentucky
04/29/22,505,FDX1230,A306,12000,ZME,Green,No,Memphis,Tennessee
04/29/22,450,N579BJ,C560,2000,SBA,Blue,No,Santa Barbara,California
04/29/22,445,N805CW,PC12,12500,ZLA,Green,No,Palmsdale,California
04/29/22,413,AAL1744,A321,8000,P50,Green,No,Phoenix,Arizona
04/29/22,357,CSJ319,SF34,14000,ZOB,Green,No,Oberlin,Ohio
04/29/22,345,SWA2355,B737,36000,ZME,Green,No,Memphis,Tennessee
04/29/22,338,JBU1045,A320,25000,ZLA,Green,No,Palmsdale,California
04/29/22,336,SKW3037,CRJ7,18000,ZHU,Green,No,Houston,Texas
04/29/22,335,FT41,C172,10000,COS,Green,No,Colorado Springs,Colorado
04/29/22,332,DAL831,A321,24000,ZLA,Green,No,Palmsdale,California
04/29/22,325,DAL2562,B738,25000,ZLA,Green,No,Palmsdale,California
04/29/22,305,ASA497,B739,11000,P50,Green,No,Phoenix,Arizona
04/29/22,302,SKW876A,E75L,8000,M03,Blue,No,Memphis,Tennessee
04/29/22,256,UPS1057,B752,6000,SDF,Green,No,Louisville,Kentucky
04/29/22,238,N1741S,C172,9500,D01,Green,No,Denver,Colorado
04/29/22,224,UPS1375,A306,3500,SDF,Green,No,Louisville,Kentucky
04/29/22,222,N9058V,M20P,2100,MLI,Blue,No,Moline,Illinois
04/29/22,219,EDV4883,CRJ9,7000,DSM,Green,No,Des Moines,Iowa
04/29/22,212,N140AF,SR20,3000,AZO,Green,No,Kalamazoo,Michigan
04/29/22,210,STING31,F16,23000,ZOB,Green,No,Oberlin,Ohio
04/29/22,209,RUDY21,A10,14000,ZOB,Green,No,Oberlin,Ohio
04/29/22,149,FFT2375,A320,5000,TPA,Blue,No,Tampa,Florida
04/29/22,105,RPA4724,E75L,7000,A90,Green,No,Merrimack,New Hampshire
04/29/22,31,POLO99,C17,24000,ZBW,Purple And Blue,No,Nashua,New Hampshire
04/30/22,825,N19897,C172,4500,NCT,Green,No,Mather,California
04/30/22,725,N2227Z,P28A,3500,SCT,Green,No,San Diego,California
04/30/22,524,N446SP,C172,4500,NCT,Green,No,Mather,California
04/30/22,437,AAL344,A321,11000,SLC,Green,No,Salt Lake City,Utah
04/30/22,429,UAL1642,A320,24000,ZOA,Green,No,Fremont,California
04/30/22,424,UAL523,B752,5000,NCT,Green,No,Mather,California
04/30/22,422,SWA1914,B737,5000,NCT,Blue,No,Mather,California
04/30/22,420,AAY25,A320,400,FAT,Green,No,Fresno,California
04/30/22,403,CRF2,AS50,7100,RNO,Green,No,Reno,Nevada
04/30/22,343,DAL1551,BCS3,7000,SLC,Green,No,Salt Lake City,Utah
04/30/22,343,AAL2632,B738,6000,C90,Green,No,Elgin,Illinois
04/30/22,340,SKW5744,E75L,8000,S56,Green,No,Salt Lake City,Utah
04/30/22,340,LV2,HELO,1500,ABE,Green,No,Allentown,Pennsylvania
04/30/22,336,EJA817,C700,2300,AUS,Green,No,Austin,Texas
04/30/22,335,N751BR,AC90,8000,U90,Green,No,Tucson,Arizona
04/30/22,330,N2441E,C172,4500,SCT,Green,No,San Diego,California
04/30/22,324,DAL957,B739,10000,S56,Green,No,Salt Lake City,Utah
04/30/22,240,RCH5826,C30J,6000,SAT,Green,No,San Antonio,Texas
04/30/22,227,SCX8723,B737,33000,ZNY,Green,No,Ronkonkoma,New York
04/30/22,225,FFT1138,A20N,16000,ZJX,Green,No,Hillard,Florida
04/30/22,140,N1452U,C172,4000,PIT,Green,No,Pittsburgh,Pennsylvania
04/30/22,131,N36PL,SR20,3000,AZO,Green,No,Kalamazoo,Michigan
04/30/22,105,N100SC,C56X,4000,CHA,Green,No,Chattanooga,Tennessee
04/30/22,100,N72551,PA28,3500,ZSU,Green,No,San Juan,Puerto Rico
05/01/22,55,N200HD,BE20,7000,TYS,Green,No,Knoxville,Tennessee
05/01/22,225,N329PV,C560,2000,CRP,Green,No,Corpus Christi,Texas
05/01/22,230,DAL2474,B738,3000,CVG,Blue,No,Covington,Kentucky
05/01/22,250,AAL1369,B738,3000,DFW,Green,No,Dallas-Fort Worth,Texas
05/01/22,257,JBU607,A321,32000,ZFW,Blue,No,Fort Worth,Texas
05/01/22,319,SWA3522,B738,4500,SCT,Green,No,San Diego,California
05/01/22,326,N160RA,C172,2800,VGT,Blue,No,Las Vegas,Nevada
05/01/22,335,N9463L,C172,8000,BFL,Green,No,Bakersfield,California
05/01/22,337,DAL1543,B717,5000,C90,Green,No,Elgin,Illinois
05/01/22,343,DAL2807,B738,7000,S56,Green,No,Salt Lake City,Utah
05/01/22,353,SWA3522,B738,4500,SCT,Green,No,San Diego,California
05/01/22,358,DAL540,A321,6500,SLC,Green,Yes,Salt Lake City,Utah
05/01/22,418,JUS208,DC93,2800,LRD,Green,No,Laredo,Texas
05/01/22,450,EDV5422,CRJ2,4000,C90,Green,No,Elgin,Illinois
05/01/22,552,AAY1290,A319,3500,IWA,Red,No,Phoenix,Arizona
05/01/22,630,SKW5419,CRJ7,3000,FAT,Green,No,Fresno,California
05/01/22,710,SRVY1,C208,7500,U90,Green,No,Tucson,Arizona
05/01/22,900,N358AM,HELO,2000,ZKC,Green,No,Olathe,Kansas
05/01/22,912,N7516P,PA24,3500,P50,Green,No,Phoenix,Arizona
05/02/22,38,EDV5486,CRJ9,1500,N90,Green,No,Westbury,New York
05/02/22,100,N244RL,R44,900,BOS,Green,No,Boston,Massachusetts
05/02/22,205,SWA372,B737,7000,I90,Red,No,Houston,Texas
05/02/22,234,SKW5491,CRJ2,16000,R90,Green,No,Bellevue,Nebraska
05/02/22,300,SURVEY1,C208,7500,U90,Green,No,Tucson,Arizona
05/02/22,307,UCA4233,E145,17000,ZHU,Green,No,Houston,Texas
05/02/22,320,JBU234,E190,4000,BTV,Green,No,Burlington,Vermont
05/02/22,343,AAL2628,B738,17000,R90,Green,No,Bellevue,Nebraska
05/02/22,419,XSN56,PC12,1000,OAK,Green,No,Oakland,California
05/02/22,420,OXF3373,P28A,5500,U90,Green,No,Tucson,Arizona
05/02/22,420,ASH6148,E75L,10000,R90,Green,No,Bellevue,Nebraska
05/02/22,420,SWA1493,B738,6000,NCT,Green,No,Mather,California
05/02/22,455,UAL1137,A320,6000,L30,Green,No,Las Vegas,Nevada
05/02/22,502,SWA382,B737,6000,L30,Blue,No,Las Vegas,Nevada
05/02/22,502,QXE2305,E175,3900,ZSE,Blue,No,Auburn,Washington
05/02/22,510,GTI8283,B767,6000,A90,Green,No,Merrimack,New Hampshire
05/02/22,530,DAL943,B738,5000,CVG,Green,No,Covington,Kentucky
05/02/22,540,UAL1813,B39M,30000,ZLA,Green,No,Palmsdale,California
05/02/22,550,NKS830,A319,29000,ZJX,Green,No,Hillard,Florida
05/02/22,639,SWA1365,B738,15000,NCT,Blue,No,Mather,California
05/02/22,734,LF12,HELO,2500,P80,Blue,No,Portland,Oregon
05/03/22,100,UAL330,A320,3000,CHS,Green,No,Charleston ,South Carolina
05/03/22,105,JIA5075,CRJ9,4000,FAY,Green,No,Fayetteville,North Carolina
05/03/22,110,SKW4252,CRJ2,2800,DTW,Green,No,Detroit,Michigan
05/03/22,117,UPS1295,B763,11000,ZTL,Green,No,Hampton,Georgia
05/03/22,208,AAL1840,A321,6000,I90,Green,No,Houston,Texas
05/03/22,257,SKW3057,CRJ7,4000,ZFW,Green,No,Fort Worth,Texas
05/03/22,320,N519MT,B407,3400,MAF,Green,No,Midland,Texas
05/03/22,337,UPS705,B752,7000,SDF,Green,No,Louisville,Kentucky
05/03/22,419,SWORD76,P8,2000,TCM,Green,No,Tacoma,Washington
05/03/22,425,ENY3833,E170,6000,ZJX,Green,No,Hillard,Florida
05/03/22,535,TV5,AS50,1800,BUR,Green,No,Burbank,California
05/03/22,545,N225HA,C550,9000,ZLA,Green,No,Palmsdale,California
05/03/22,605,UAL1738,B739,30000,ZAB,Green,No,Albuquerque,New Mexico
05/03/22,619,VERSO89,C17,4500,CHS,Green,No,Charleston ,South Carolina
05/03/22,637,UAL1749,B737,3000,HCF,Green,No,Honolulu,Hawaii
05/04/22,108,N107RA,C172,1500,MIA,Green,No,Miami,Florida
05/04/22,207,JIA5653,CRJ7,5000,CHA,Red,No,Chattanooga,Tennessee
05/04/22,230,AAL1446,B737,11000,TUL,Green,No,Tulsa,Oklahoma
05/04/22,230,N21126,C172,3500,ICT,Green And White,No,Wichita,Kansas
05/04/22,245,JBU235,BCS3,5000,M98,Green,No,Minneapolis,Minnesota
05/04/22,301,DAL1503,B752,18000,ZTL,Green,No,Hampton,Georgia
05/04/22,310,DAL946,A321,12000,M98,Green,No,Minneapolis,Minnesota
05/04/22,340,SKW3198,CRJ7,8500,ZAB,Green,No,Albuquerque,New Mexico
05/04/22,350,FDX1813,B752,2000,OAK,Green,No,Oakland,California
05/04/22,425,UAL1504,B737,3000,MCI,Green,No,Kansas City,Missouri
05/04/22,428,DAL2277,BCS1,8000,S46,Blue,No,Burien,Washington
05/04/22,510,UNKNOWN,BE33,Unk,PDX,Unk,No,Portland,Oregon
05/04/22,535,SWA2151,B737,3500,BUR,Green,No,Burbank,California
05/05/22,50,RIDDL821,C172,3500,JAX,Green,No,Jacksonville,Florida
05/05/22,105,N35229,C172,Unk,TMB,Unk,No,Miami,Florida
05/05/22,138,N15299,P28A,2500,MSN,Green,No,Madison,Wisconsin
05/05/22,151,N44XL,R44,1000,SUA,Blue,No,Stuart,Florida
05/05/22,205,ENY3636,E145,8000,D10,Green,No,Dallas-Fort Worth,Texas
05/05/22,208,UPS1295,B763,3000,GSP,Green,No,Greer,South Carolina
05/05/22,221,AAL2780,B738,8000,AUS,Green,No,Austin,Texas
05/05/22,300,SWA2695,B737,4000,BUF,Blue,No,Buffalo,New York
05/05/22,324,DAL1024,A321,7400,SLC,Green,No,Salt Lake City,Utah
05/05/22,326,DAL304,A321,7400,SLC,Green,No,Salt Lake City,Utah
05/05/22,328,NKS691,A320,36000,ZDV,Green,No,Longmont,Colorado
05/05/22,430,ENY3596,E145,13000,ZFW,Green,No,Fort Worth,Texas
05/05/22,438,N751ED,C750,13500,JCF,Blue,No,Edwards AFB,California
05/05/22,445,N54094,C172,1100,HHR,Green,No,Hawthorne,California
05/05/22,453,ACA543,BCS3,6000,S46,Green,No,Burien,Washington
05/05/22,525,UAL2010,A319,4000,GEG,Green,No,Spokane ,Washington
05/05/22,710,N9283A,C172,10500,P80,Green,No,Portland,Oregon
05/05/22,733,N928BA,C172,6600,ZSE,Green,No,Auburn,Washington
05/05/22,740,FRBD1,HELO,2500,PHX,Green,No,Phoenix,Arizona
05/05/22,752,N928BA,C172,6600,ZSE,Blue,No,Auburn,Washington
05/05/22,1025,KR31,UH60,1100,ZUA,Green,No,Barrigada,Guam
05/05/22,2344,N999UP,MU2,2500,ZSU,Blue,No,San Juan,Puerto Rico
05/06/22,112,N7177L,AA5,2000,MOB,Green,No,Mobile,Alabama
05/06/22,126,AAL967,B738,3200,MIA,Green,No,Miami,Florida
05/06/22,130,N827JS,C56X,2000,PBI,Green,No,West Palm Beach,Florida
05/06/22,130,N267FG,C172,6500,ZBW,Blue,No,Nashua,New Hampshire
05/06/22,149,UPS1339,B757,13000,ZME,Green,No,Memphis,Tennessee
05/06/22,150,N13056,C172,2000,ZFW,Green,No,Fort Worth,Texas
05/06/22,252,RPA5693,E75S,800,LGA,Green,No,New York,New York
05/06/22,318,DAL2538,B739,6000,F11,Green,No,Orlando,Florida
05/06/22,335,SKW5636,E75L,11000,ZLC,Green,No,Salt Lake City,Utah
05/06/22,404,OXF6154,P28A,9000,ZLA,Green,No,Palmsdale,California
05/06/22,420,SWA1954,B737,15000,P50,Green,No,Phoenix,Arizona
05/06/22,425,OXF6039,P28A,8000,ZLA,Green,No,Palmsdale,California
05/06/22,457,SWA2475,B738,2600,MSP,Blue,No,Minneapolis,Minnesota
05/06/22,500,TV5,AS50,1500,BUR,Green,No,Burbank,California
05/06/22,545,N420FS,C152,2500,ZMA,Green,No,Melbourne,Florida
05/06/22,808,DAL440,B757,10500,HCF,Green,No,Honolulu,Hawaii
05/06/22,854,AAY122,A321,9000,L30,Green,No,Las Vegas,Nevada
05/06/22,956,FDX1168,B752,36000,ZAB,Green,No,Albuquerque,New Mexico
05/07/22,100,UAL2444,B737,10500,CHS,Green,No,Charleston ,South Carolina
05/07/22,212,TWY5,GLF5,1500,OPF,Blue,No,Miami,Florida
05/07/22,223,G72304,EC45,1500,MFE,Green,No,Mc Allen,Texas
05/07/22,245,N8153G,BE35,3300,SAT,Green,No,San Antonio,Texas
05/07/22,257,N6038V,C182,8500,D01,Green,No,Denver,Colorado
05/07/22,311,N737JR,C172,6500,BJC,Green,No,Denver,Colorado
05/07/22,312,DAL2244,B738,4500,M98,Green,No,Minneapolis,Minnesota
05/07/22,325,N43353,PA28,6000,DLH,Green,No,Duluth,Minnesota
05/07/22,336,AAL1713,B738,4000,C90,Green,No,Elgin,Illinois
05/07/22,352,NKS478,A321,7000,C90,Green,No,Elgin,Illinois
05/07/22,415,UAL451,B739,4000,C90,Green,No,Elgin,Illinois
05/07/22,430,DAL829,B739,13000,P50,Blue,No,Phoenix,Arizona
05/07/22,430,SKW3349,E75L,3000,SAN,Green,No,San Diego,California
05/07/22,515,N53797,C172,5500,SCT,Green,No,San Diego,California
05/07/22,551,UAL2683,B739,15000,ZLA,Green,No,Palmsdale,California
05/07/22,626,CTL19,AC50,4500,LIT,Multi-colored,No,Little Rock,Arkansas
05/07/22,653,DAL811,B739,33000,ZDV,Green,No,Longmont,Colorado
05/08/22,205,SWA3180,B737,18000,T75,Green,No,St. Charles,Missouri
05/08/22,219,ENY3904,E145,7500,ZAU,Green,No,Aurora,Illinois
05/08/22,230,SWA1296,B738,6000,SBN,Green,No,South Bend,Indiana
05/08/22,300,ASA1066,B737,10000,ABQ,Green,No,Albuquerque,New Mexico
05/08/22,310,N518LA,DA40,Unk,PCT,Unk,No,Warrenton,Virginia
05/08/22,323,DPS100,HELO,1700,AUS,Green,No,Austin,Texas
05/08/22,340,SKW5068,CRJ2,5000,ZMP,Green,No,Dodge Center,Minnesota
05/08/22,342,ARGUS2,H500,700,OAK,Green,No,Oakland,California
05/08/22,342,UAL832,A320,7200,NCT,Green,No,Mather,California
05/08/22,346,AAY50,A320,8000,L30,Green,No,Las Vegas,Nevada
05/08/22,406,N1076Q,PA28,10700,ZLA,Green,No,Palmsdale,California
05/08/22,412,SKW4121,CRJ9,19000,ZMP,Green,No,Dodge Center,Minnesota
05/08/22,507,N166JA,C180,1500,S46,Green,No,Burien,Washington
05/08/22,811,WJA1852,B738,5000,HCF,Green,No,Honolulu,Hawaii
05/08/22,1040,GTI3809,B763,37000,ZOA,Green,No,Fremont,California
05/09/22,155,EJA3531,E55P,41000,ZTL,Green,No,Hampton,Georgia
05/09/22,200,UAL2173,B757,1000,MCO,Green,No,Orlando,Florida
05/09/22,205,LTA760,DA40,4000,C90,Green,No,Elgin,Illinois
05/09/22,245,SCU7,PA28,3500,TUL,Green,No,Tulsa,Oklahoma
05/09/22,355,09Q,C172,Unk,LEX,Unk,No,Lexington,Kentucky
05/09/22,401,NKS478,A321,9000,C90,Green,No,Elgin,Illinois
05/09/22,445,UAL762,B739,8000,P80,Green,No,Portland,Oregon
05/09/22,505,VXP128,B737,8000,ZOA,Green,No,Fremont,California
05/09/22,506,CAHP37,GA8,4500,NCT,Blue,No,Mather,California
05/09/22,515,JBU1005,A320,3000,P80,Green,No,Portland,Oregon
05/09/22,543,PC1,HELO,1500,MDW,Green,No,Chicago,Illinois
05/10/22,42,EPI544,C172,1600,SFB,Green,No,Orlando,Florida
05/10/22,120,1.00E+131,B06,2500,VPS,Green,No,Valparaiso/Destin-Ft Walton Beach,Florida
05/10/22,126,JZA927,CRJ2,6000,PIT,Green,No,Pittsburgh,Pennsylvania
05/10/22,126,JIA5198,CRJ9,2000,CLT,Green,No,Charlotte,North Carolina
05/10/22,127,N2036P,BE36,5500,ZJX,Green,No,Hillard,Florida
05/10/22,128,RPA4618,E170,14000,ZID,Green,No,Indianapolis,Indiana
05/10/22,150,DAL2817,B739,11000,LEX,Green,No,Lexington,Kentucky
05/10/22,150,N9909Q,C172,4500,LEX,Green,No,Lexington,Kentucky
05/10/22,227,UAL569,B739,17000,ZNY,Green,No,Ronkonkoma,New York
05/10/22,235,N7410R,P28A,7500,GSO,Green,No,Greensboro,North Carolina
05/10/22,244,DAL346,A321,10000,A80,Green,No,Peachtree City,Georgia
05/10/22,250,SWA773,B738,11000,D01,Green,No,Denver,Colorado
05/10/22,258,N902FH,C56X,15000,CLT,Green,No,Charlotte,North Carolina
05/10/22,303,TROY153,HELO,1700,MFE,Green,No,Mc Allen,Texas
05/10/22,309,SKW4441,CRJ9,16000,ZMP,White,No,Dodge Center,Minnesota
05/10/22,323,FDX1323,B752,17900,ZID,Green,No,Indianapolis,Indiana
05/10/22,326,WMU27,PA44,4500,AZO,Green,No,Kalamazoo,Michigan
05/10/22,335,N251VA,RV12,2500,SDF,Green,No,Louisville,Kentucky
05/10/22,350,DAL2056,B717,5000,CMH,Green,No,Columbus,Ohio
05/10/22,351,AIR1,HELO,Unk,OKC,Unk,No,Oklahoma City,Oklahoma
05/10/22,355,UPS2964,B744,7000,SCT,Green,No,San Diego,California
05/10/22,355,ENY3569,E170,13000,ZTL,Green,No,Hampton,Georgia
05/10/22,407,SWA2781,B737,4000,MSY,Blue And White,No,New Orleans,Louisiana
05/10/22,416,AASH5749,CRJ9,3000,FSD,Green,No,Sioux Falls,South Dakota
05/10/22,425,ASA170,A320,6000,NCT,Green,No,Mather,California
05/10/22,428,SKQ22,PC12,19000,ZKC,Green,No,Olathe,Kansas
05/10/22,438,LXJ379,E55P,850,PHL,Green,No,Philadelphia,Pennsylvania
05/10/22,623,R20551,H60,1500,HCF,Red,No,Honolulu,Hawaii
05/10/22,725,FDX1703,B752,15500,ZID,Green,No,Indianapolis,Indiana
05/10/22,801,UAL2107,B739,8000,L30,Purple,No,Las Vegas,Nevada
05/10/22,841,FDY52,C208,15000,OGG,Blue,No,Kahului,Hawaii
05/10/22,845,AAL1378,B738,35000,ZDV,Green,No,Longmont,Colorado
05/10/22,912,UPS944,B752,21000,ZLC,Green,No,Salt Lake City,Utah
05/11/22,48,AAL2914,A319,8000,A90,Green,No,Merrimack,New Hampshire
05/11/22,104,JTL25,C56X,10000,Y90,Green,No,Fort Wayne,Indiana
05/11/22,105,UAL1207,B737,20000,ZBW,Blue,No,Nashua,New Hampshire
05/11/22,133,EDV4953,CRJ9,12000,ZBW,Green,No,Nashua,New Hampshire
05/11/22,142,JBU2854,E190,11000,A90,Green,No,Merrimack,New Hampshire
05/11/22,145,JAKE13,K35R,17800,ZME,Green,No,Memphis,Tennessee
05/11/22,150,N7003G,C172,5500,FSM,Green,No,Fort Smith,Arkansas
05/11/22,205,NDU58,P28A,2100,GFK,Green,No,Grand Forks,North Dakota
05/11/22,205,N5090E,C172,5500,PBI,Blue,No,West Palm Beach,Florida
05/11/22,220,N171BL,DA40,3500,RDU,Green,No,Raleigh/Durham,North Carolina
05/11/22,241,AAL1133,B738,12000,PCT,Green,No,Warrenton,Virginia
05/11/22,248,SWA501,B737,4000,TPA,Green,No,Tampa,Florida
05/11/22,305,JBU2954,E190,27000,ZNY,Green,No,Ronkonkoma,New York
05/11/22,308,ASI616,P28A,4500,GRK,Blue,No,Killeen,Texas
05/11/22,326,JBU2170,A321,13000,A90,Green,No,Merrimack,New Hampshire
05/11/22,332,N177GW,C177,2500,M98,Blue,No,Minneapolis,Minnesota
05/11/22,340,N1841Q,C177,6000,RST,Green,No,Rochester,Minnesota
05/11/22,342,SWA654,B737,10000,SAT,Green,No,San Antonio,Texas
05/11/22,343,NKS1836,A319,3000,PHL,Green,No,Philadelphia,Pennsylvania
05/11/22,407,FFT1383,A320,9000,SCT,Green,No,San Diego,California
05/11/22,425,JIA5577,CRJ9,10000,BUF,Blue,No,Buffalo,New York
05/11/22,435,MERCY8,B429,3000,BUF,Blue,No,Buffalo,New York
05/11/22,613,SWA426,B737,10000,T75,Green,No,St. Charles,Missouri
05/11/22,622,SWA4049,B737,12000,T75,Green,No,St. Charles,Missouri
05/11/22,840,HN5,HELO,3400,CRW,Green,No,Charleston,West Virginia
05/11/22,925,UPS1356,B762,13000,ZME,Green,No,Memphis,Tennessee
05/12/22,132,BRITS80,C17,18000,ZTL,Blue,No,Hampton,Georgia
05/12/22,202,MITT21,F15,3000,GSB,Green,No,Goldsboro,North Carolina
05/12/22,211,KFS90,FA20,27000,ZHU,Green,No,Houston,Texas
05/12/22,220,G20154,H60,2500,ZOB,Green,No,Oberlin,Ohio
05/12/22,222,N667P,GLF5,3000,ICT,Green,No,Wichita,Kansas
05/12/22,227,NKS1698,A319,1300,MCO,Green,No,Orlando,Florida
05/12/22,245,SKW5912,CRJ2,10000,D01,Green,No,Denver,Colorado
05/12/22,252,N88ZA,B407,800,TEB,Green,No,Teterboro,New Jersey
05/12/22,309,ENY3728,E170,18000,ZID,Blue,No,Indianapolis,Indiana
05/12/22,310,MTN7303,C208,3000,PCT,Green,No,Warrenton,Virginia
05/12/22,330,N20727,C172,7500,D01,Green,No,Denver,Colorado
05/12/22,333,JBU976,A320,8000,PHL,Green,No,Philadelphia,Pennsylvania
