SUMLEV,STATE,COUNTY,PLACE,COUSUB,CONCIT,PRIMGEO_FLAG,FUNCSTAT,NAME,STNAME,ESTIMATESBASE2020,POPESTIMATE2020,POPESTIMATE2021
157,13,063,17776,00000,00000,1,A,College Park city (pt.),Georgia,966,964,966
157,13,063,30536,00000,00000,1,A,Forest Park city,Georgia,20048,19993,19798
157,13,063,42604,00000,00000,1,A,Jonesboro city,Georgia,4399,4393,4510
157,13,063,44508,00000,00000,1,A,Lake City city,Georgia,3106,3100,3071
157,13,063,47616,00000,00000,1,A,Lovejoy city,Georgia,10475,10625,11311
157,13,063,53004,00000,00000,1,A,Morrow city,Georgia,6631,6614,6553
157,13,063,65464,00000,00000,1,A,Riverdale city,Georgia,15093,15054,14912
157,13,063,99990,00000,00000,1,F,Balance of Clayton County,Georgia,236877,236674,235979
050,13,065,00000,00000,00000,0,A,Clinch County,Georgia,6749,6723,6725
157,13,065,02844,00000,00000,1,A,Argyle town,Georgia,191,191,192
157,13,065,24796,00000,00000,1,A,Du Pont town,Georgia,131,130,130
157,13,065,28744,00000,00000,1,A,Fargo city,Georgia,255,254,254
157,13,065,39748,00000,00000,1,A,Homerville city,Georgia,2335,2325,2317
157,13,065,99990,00000,00000,1,F,Balance of Clinch County,Georgia,3837,3823,3832
050,13,067,00000,00000,00000,0,A,Cobb County,Georgia,766149,766209,766802
157,13,067,00408,00000,00000,1,A,Acworth city,Georgia,22443,22399,22284
157,13,067,04252,00000,00000,1,A,Austell city (pt.),Georgia,7602,7608,7674
157,13,067,43192,00000,00000,1,A,Kennesaw city,Georgia,33001,33124,33049
157,13,067,49756,00000,00000,1,A,Marietta city,Georgia,60969,60940,61497
157,13,067,62524,00000,00000,1,A,Powder Springs city,Georgia,16901,16897,17083
157,13,067,67284,00000,00000,1,A,Roswell city (pt.),Georgia,0,0,0
157,13,067,71492,00000,00000,1,A,Smyrna city,Georgia,55689,55635,55685
157,13,067,99990,00000,00000,1,F,Balance of Cobb County,Georgia,569544,569606,569530
050,13,069,00000,00000,00000,0,A,Coffee County,Georgia,43092,43047,43386
157,13,069,02060,00000,00000,1,A,Ambrose city,Georgia,325,325,329
157,13,069,11504,00000,00000,1,A,Broxton city,Georgia,1057,1056,1065
157,13,069,23872,00000,00000,1,A,Douglas city,Georgia,11717,11692,11727
157,13,069,55440,00000,00000,1,A,Nicholls city,Georgia,3197,3195,3205
157,13,069,99990,00000,00000,1,F,Balance of Coffee County,Georgia,26796,26779,27060
050,13,071,00000,00000,00000,0,A,Colquitt County,Georgia,45898,45866,45812
157,13,071,07304,00000,00000,1,A,Berlin city,Georgia,508,507,508
157,13,071,23284,00000,00000,1,A,Doerun city,Georgia,733,731,722
157,13,071,27008,00000,00000,1,A,Ellenton town,Georgia,211,210,213
157,13,071,31684,00000,00000,1,A,Funston city,Georgia,402,402,402
157,13,071,53060,00000,00000,1,A,Moultrie city,Georgia,14740,14721,14587
157,13,071,55860,00000,00000,1,A,Norman Park city,Georgia,959,960,960
157,13,071,58184,00000,00000,1,A,Omega city (pt.),Georgia,31,31,30
157,13,071,99990,00000,00000,1,F,Balance of Colquitt County,Georgia,28314,28304,28390
050,13,073,00000,00000,00000,0,A,Columbia County,Georgia,156010,156773,159639
157,13,073,35716,00000,00000,1,A,Grovetown city,Georgia,15646,15992,16566
157,13,073,36696,00000,00000,1,A,Harlem city,Georgia,3579,3619,3866
157,13,073,99990,00000,00000,1,F,Balance of Columbia County,Georgia,136785,137162,139207
050,13,075,00000,00000,00000,0,A,Cook County,Georgia,17229,17232,17225
157,13,075,00576,00000,00000,1,A,Adel city,Georgia,5485,5492,5507
157,13,075,14192,00000,00000,1,A,Cecil city,Georgia,290,291,289
157,13,075,45936,00000,00000,1,A,Lenox town,Georgia,762,761,756
157,13,075,72556,00000,00000,1,A,Sparks town,Georgia,2035,2035,2030
157,13,075,99990,00000,00000,1,F,Balance of Cook County,Georgia,8657,8653,8643
050,13,077,00000,00000,00000,0,A,Coweta County,Georgia,146158,146653,149956
157,13,077,15552,00000,00000,1,A,Chattahoochee Hills city (pt.),Georgia,2,2,2
157,13,077,34428,00000,00000,1,A,Grantville city,Georgia,3106,3114,3276
157,13,077,36528,00000,00000,1,A,Haralson town (pt.),Georgia,170,170,171
157,13,077,52668,00000,00000,1,A,Moreland town,Georgia,380,379,386
157,13,077,55020,00000,00000,1,A,Newnan city,Georgia,42383,42673,43298
157,13,077,58884,00000,00000,1,A,Palmetto city (pt.),Georgia,563,565,571
157,13,077,69672,00000,00000,1,A,Senoia city,Georgia,4993,5005,5245
157,13,077,69980,00000,00000,1,A,Sharpsburg town,Georgia,328,327,329
157,13,077,77764,00000,00000,1,A,Turin town,Georgia,350,367,467
157,13,077,99990,00000,00000,1,F,Balance of Coweta County,Georgia,93883,94051,96211
050,13,079,00000,00000,00000,0,A,Crawford County,Georgia,12130,12100,12153
157,13,079,65856,00000,00000,1,A,Roberta city,Georgia,784,781,782
157,13,079,99990,00000,00000,1,F,Balance of Crawford County,Georgia,11346,11319,11371
050,13,081,00000,00000,00000,0,A,Crisp County,Georgia,20128,20042,19879
157,13,081,02564,00000,00000,1,A,Arabi town,Georgia,455,453,456
157,13,081,19616,00000,00000,1,A,Cordele city,Georgia,10214,10160,10044
157,13,081,99990,00000,00000,1,F,Balance of Crisp County,Georgia,9459,9429,9379
050,13,083,00000,00000,00000,0,A,Dade County,Georgia,16251,16224,16326
157,13,083,77372,00000,00000,1,A,Trenton city,Georgia,2179,2178,2201
157,13,083,99990,00000,00000,1,S,Balance of Dade County,Georgia,14072,14046,14125
050,13,085,00000,00000,00000,0,A,Dawson County,Georgia,26798,27047,28497
157,13,085,21940,00000,00000,1,A,Dawsonville city,Georgia,3694,3746,4172
157,13,085,99990,00000,00000,1,F,Balance of Dawson County,Georgia,23104,23301,24325
050,13,087,00000,00000,00000,0,A,Decatur County,Georgia,29367,29338,29038
157,13,087,04084,00000,00000,1,A,Attapulgus city,Georgia,449,449,445
157,13,087,04896,00000,00000,1,A,Bainbridge city,Georgia,14488,14474,14292
157,13,087,10608,00000,00000,1,A,Brinson town,Georgia,217,216,214
157,13,087,16908,00000,00000,1,A,Climax city,Georgia,270,270,266
157,13,087,99990,00000,00000,1,F,Balance of Decatur County,Georgia,13943,13929,13821
050,13,089,00000,00000,00000,0,A,DeKalb County,Georgia,764382,763831,757718
157,13,089,04000,00000,00000,1,A,Atlanta city (pt.),Georgia,40258,40265,39901
157,13,089,04644,00000,00000,1,A,Avondale Estates city,Georgia,3562,3553,3496
157,13,089,10944,00000,00000,1,A,Brookhaven city,Georgia,55143,55119,55366
157,13,089,15172,00000,00000,1,A,Chamblee city,Georgia,30133,30174,29781
157,13,089,16544,00000,00000,1,A,Clarkston city,Georgia,14745,14710,14538
157,13,089,22052,00000,00000,1,A,Decatur city,Georgia,24937,24883,24569
157,13,089,23536,00000,00000,1,A,Doraville city (pt.),Georgia,10610,10595,10883
157,13,089,24768,00000,00000,1,A,Dunwoody city,Georgia,51629,51539,50901
157,13,089,46860,00000,00000,1,A,Lithonia city,Georgia,2665,2657,2621
157,13,089,61040,00000,00000,1,A,Pine Lake city,Georgia,744,743,733
157,13,089,73784,00000,00000,1,A,Stonecrest city,Georgia,59148,59181,59863
157,13,089,73816,00000,00000,1,A,Stone Mountain city,Georgia,6701,6688,6614
157,13,089,77652,00000,00000,1,A,Tucker city,Georgia,36989,37002,36855
157,13,089,99990,00000,00000,1,F,Balance of DeKalb County,Georgia,427118,426722,421597
050,13,091,00000,00000,00000,0,A,Dodge County,Georgia,19925,19849,19759
157,13,091,15648,00000,00000,1,A,Chauncey city,Georgia,292,290,290
157,13,091,15900,00000,00000,1,A,Chester town,Georgia,523,522,520
157,13,091,25552,00000,00000,1,A,Eastman city,Georgia,5660,5653,5595
157,13,091,51408,00000,00000,1,A,Milan city (pt.),Georgia,349,346,343
157,13,091,64932,00000,00000,1,A,Rhine town,Georgia,297,295,294
157,13,091,99990,00000,00000,1,F,Balance of Dodge County,Georgia,12804,12743,12717
050,13,093,00000,00000,00000,0,A,Dooly County,Georgia,11208,11142,10885
157,13,093,12232,00000,00000,1,A,Byromville town,Georgia,421,418,409
157,13,093,23480,00000,00000,1,A,Dooling town,Georgia,67,66,65
157,13,093,46384,00000,00000,1,A,Lilly city,Georgia,136,135,131
157,13,093,60984,00000,00000,1,A,Pinehurst city,Georgia,306,304,297
157,13,093,78156,00000,00000,1,A,Unadilla city,Georgia,2895,2885,2847
157,13,093,79444,00000,00000,1,A,Vienna city,Georgia,3016,2996,2912
157,13,093,99990,00000,00000,1,F,Balance of Dooly County,Georgia,4367,4338,4224
050,13,095,00000,00000,00000,0,A,Dougherty County,Georgia,85790,85366,84844
157,13,095,01052,00000,00000,1,A,Albany city,Georgia,69832,69486,69048
157,13,095,99990,00000,00000,1,F,Balance of Dougherty County,Georgia,15958,15880,15796
050,13,097,00000,00000,00000,0,A,Douglas County,Georgia,144237,144497,145814
157,13,097,04252,00000,00000,1,A,Austell city (pt.),Georgia,120,120,123
157,13,097,23900,00000,00000,1,A,Douglasville city,Georgia,34698,34807,35561
157,13,097,79528,00000,00000,1,A,Villa Rica city (pt.),Georgia,7265,7338,7594
157,13,097,99990,00000,00000,1,S,Balance of Douglas County,Georgia,102154,102232,102536
050,13,099,00000,00000,00000,0,A,Early County,Georgia,10854,10813,10619
157,13,099,02928,00000,00000,1,A,Arlington city (pt.),Georgia,316,315,308
157,13,099,08536,00000,00000,1,A,Blakely city,Georgia,5392,5367,5252
157,13,099,21436,00000,00000,1,A,Damascus city,Georgia,211,210,206
157,13,099,41792,00000,00000,1,A,Jakin city,Georgia,132,131,128
157,13,099,99990,00000,00000,1,F,Balance of Early County,Georgia,4803,4790,4725
050,13,101,00000,00000,00000,0,C,Echols County,Georgia,3697,3696,3699
157,13,101,26156,00000,00000,1,A,Echols County consolidated government,Georgia,3697,3696,3699
050,13,103,00000,00000,00000,0,A,Effingham County,Georgia,64769,65150,66741
157,13,103,35884,00000,00000,1,A,Guyton city,Georgia,2279,2314,2557
157,13,103,65296,00000,00000,1,A,Rincon city,Georgia,10903,10982,11016
157,13,103,72780,00000,00000,1,A,Springfield city,Georgia,2909,2906,2993
157,13,103,99990,00000,00000,1,F,Balance of Effingham County,Georgia,48678,48948,50175
050,13,105,00000,00000,00000,0,A,Elbert County,Georgia,19637,19627,19579
157,13,105,09712,00000,00000,1,A,Bowman city,Georgia,869,868,860
157,13,105,26616,00000,00000,1,A,Elberton city,Georgia,4645,4637,4678
157,13,105,99990,00000,00000,1,F,Balance of Elbert County,Georgia,14123,14122,14041
050,13,107,00000,00000,00000,0,A,Emanuel County,Georgia,22768,22730,22716
157,13,107,00660,00000,00000,1,A,Adrian city (pt.),Georgia,229,229,229
157,13,107,32188,00000,00000,1,A,Garfield city,Georgia,254,254,254
157,13,107,56644,00000,00000,1,A,Nunez city,Georgia,133,133,132
157,13,107,57232,00000,00000,1,A,Oak Park town,Georgia,503,502,502
157,13,107,73620,00000,00000,1,A,Stillmore city,Georgia,439,438,437
157,13,107,74348,00000,00000,1,A,Summertown city,Georgia,118,118,118
157,13,107,74964,00000,00000,1,A,Swainsboro city,Georgia,7462,7450,7438
157,13,107,77988,00000,00000,1,A,Twin City city,Georgia,1689,1687,1685
157,13,107,99990,00000,00000,1,F,Balance of Emanuel County,Georgia,11941,11919,11921
050,13,109,00000,00000,00000,0,A,Evans County,Georgia,10774,10757,10672
157,13,109,06688,00000,00000,1,A,Bellville city,Georgia,127,126,125
157,13,109,16600,00000,00000,1,A,Claxton city,Georgia,2613,2611,2580
157,13,109,21268,00000,00000,1,A,Daisy city,Georgia,159,159,157
157,13,109,36024,00000,00000,1,A,Hagan city,Georgia,963,959,949
157,13,109,99990,00000,00000,1,F,Balance of Evans County,Georgia,6912,6902,6861
050,13,111,00000,00000,00000,0,A,Fannin County,Georgia,25319,25396,25817
157,13,111,08928,00000,00000,1,A,Blue Ridge city,Georgia,1223,1225,1244
157,13,111,48428,00000,00000,1,A,McCaysville city,Georgia,1151,1154,1171
157,13,111,52724,00000,00000,1,A,Morganton city,Georgia,288,289,294
157,13,111,99990,00000,00000,1,F,Balance of Fannin County,Georgia,22657,22728,23108
050,13,113,00000,00000,00000,0,A,Fayette County,Georgia,119194,119441,120574
157,13,113,11056,00000,00000,1,A,Brooks town,Georgia,569,569,570
157,13,113,28968,00000,00000,1,A,Fayetteville city,Georgia,18893,18955,19284
157,13,113,59724,00000,00000,1,A,Peachtree City city,Georgia,38248,38341,38818
157,13,113,78044,00000,00000,1,A,Tyrone town,Georgia,7674,7718,7817
157,13,113,84288,00000,00000,1,A,Woolsey town,Georgia,206,206,206
157,13,113,99990,00000,00000,1,F,Balance of Fayette County,Georgia,53604,53652,53879
050,13,115,00000,00000,00000,0,A,Floyd County,Georgia,98584,98593,98771
157,13,115,14108,00000,00000,1,A,Cave Spring city,Georgia,1190,1189,1192
157,13,115,66668,00000,00000,1,A,Rome city,Georgia,37719,37714,37746
157,13,115,99990,00000,00000,1,F,Balance of Floyd County,Georgia,59675,59690,59833
050,13,117,00000,00000,00000,0,A,Forsyth County,Georgia,251283,252786,260206
157,13,117,20932,00000,00000,1,A,Cumming city,Georgia,6966,6996,7235
157,13,117,99990,00000,00000,1,F,Balance of Forsyth County,Georgia,244317,245790,252971
050,13,119,00000,00000,00000,0,A,Franklin County,Georgia,23424,23429,23785
157,13,119,12932,00000,00000,1,A,Canon city (pt.),Georgia,616,618,628
157,13,119,13352,00000,00000,1,A,Carnesville city,Georgia,705,704,705
157,13,119,31320,00000,00000,1,A,Franklin Springs city,Georgia,1122,1121,1123
157,13,119,45460,00000,00000,1,A,Lavonia city (pt.),Georgia,2147,2144,2157
157,13,119,50008,00000,00000,1,A,Martin town (pt.),Georgia,1,1,2
157,13,119,67452,00000,00000,1,A,Royston city (pt.),Georgia,1988,1983,1989
157,13,119,99990,00000,00000,1,S,Balance of Franklin County,Georgia,16845,16858,17181
050,13,121,00000,00000,00000,0,A,Fulton County,Georgia,1066710,1069023,1065334
157,13,121,01696,00000,00000,1,A,Alpharetta city,Georgia,65852,65968,66127
157,13,121,04000,00000,00000,1,A,Atlanta city (pt.),Georgia,458344,459321,456560
157,13,121,15552,00000,00000,1,A,Chattahoochee Hills city (pt.),Georgia,2948,2968,3082
157,13,121,17776,00000,00000,1,A,College Park city (pt.),Georgia,12955,12964,12923
157,13,121,25720,00000,00000,1,A,East Point city,Georgia,38384,38400,38141
157,13,121,28380,00000,00000,1,A,Fairburn city,Georgia,16497,16570,16597
157,13,121,36472,00000,00000,1,A,Hapeville city,Georgia,6565,6567,6538
157,13,121,42425,00000,00000,1,A,Johns Creek city,Georgia,82499,82591,82065
157,13,121,51670,00000,00000,1,A,Milton city,Georgia,41318,41401,41259
157,13,121,53172,00000,00000,1,A,Mountain Park city (pt.),Georgia,573,573,565
157,13,121,58884,00000,00000,1,A,Palmetto city (pt.),Georgia,4501,4524,4504
157,13,121,67284,00000,00000,1,A,Roswell city (pt.),Georgia,92892,92989,92530
157,13,121,68516,00000,00000,1,A,Sandy Springs city,Georgia,108134,108172,107180
157,13,121,72122,00000,00000,1,A,South Fulton city,Georgia,107524,107623,108575
157,13,121,78324,00000,00000,1,A,Union City city,Georgia,26839,27047,27359
157,13,121,99990,00000,00000,1,F,Balance of Fulton County,Georgia,885,1345,1329
050,13,123,00000,00000,00000,0,A,Gilmer County,Georgia,31353,31429,32026
157,13,123,25356,00000,00000,1,A,East Ellijay city,Georgia,648,650,859
157,13,123,27092,00000,00000,1,A,Ellijay city,Georgia,1830,1833,1847
157,13,123,99990,00000,00000,1,F,Balance of Gilmer County,Georgia,28875,28946,29320
050,13,125,00000,00000,00000,0,A,Glascock County,Georgia,2884,2883,2919
157,13,125,26224,00000,00000,1,A,Edge Hill city,Georgia,20,20,20
157,13,125,32748,00000,00000,1,A,Gibson city,Georgia,625,624,630
157,13,125,51968,00000,00000,1,A,Mitchell town,Georgia,151,151,153
157,13,125,99990,00000,00000,1,F,Balance of Glascock County,Georgia,2088,2088,2116
050,13,127,00000,00000,00000,0,A,Glynn County,Georgia,84499,84470,84739
157,13,127,11560,00000,00000,1,A,Brunswick city,Georgia,14618,14608,14629
157,13,127,99990,00000,00000,1,F,Balance of Glynn County,Georgia,69881,69862,70110
050,13,129,00000,00000,00000,0,A,Gordon County,Georgia,57544,57696,58237
157,13,129,12456,00000,00000,1,A,Calhoun city,Georgia,16977,17055,17318
157,13,129,28492,00000,00000,1,A,Fairmount city,Georgia,772,773,774
157,13,129,61684,00000,00000,1,A,Plainville city,Georgia,353,353,355
157,13,129,63560,00000,00000,1,A,Ranger town,Georgia,105,105,107
157,13,129,64736,00000,00000,1,A,Resaca town,Georgia,1162,1165,1170
157,13,129,99990,00000,00000,1,F,Balance of Gordon County,Georgia,38175,38245,38513
050,13,131,00000,00000,00000,0,A,Grady County,Georgia,26236,26221,25918
157,13,131,12400,00000,00000,1,A,Cairo city,Georgia,10181,10168,10015
157,13,131,82412,00000,00000,1,A,Whigham city,Georgia,427,426,423
157,13,131,99990,00000,00000,1,F,Balance of Grady County,Georgia,15628,15627,15480
050,13,133,00000,00000,00000,0,A,Greene County,Georgia,18915,19025,19536
157,13,133,34876,00000,00000,1,A,Greensboro city,Georgia,3655,3636,3649
157,13,133,70932,00000,00000,1,A,Siloam town,Georgia,194,193,196
157,13,133,78380,00000,00000,1,A,Union Point city,Georgia,1615,1626,1677
157,13,133,82692,00000,00000,1,A,White Plains city,Georgia,243,245,252
157,13,133,84260,00000,00000,1,A,Woodville city,Georgia,264,267,276
157,13,133,99990,00000,00000,1,F,Balance of Greene County,Georgia,12944,13058,13486
050,13,135,00000,00000,00000,0,A,Gwinnett County,Georgia,957062,957801,964546
157,13,135,04140,00000,00000,1,A,Auburn city (pt.),Georgia,223,226,238
157,13,135,07248,00000,00000,1,A,Berkeley Lake city,Georgia,2058,2053,2051
157,13,135,10076,00000,00000,1,A,Braselton town (pt.),Georgia,3907,3955,4161
157,13,135,11784,00000,00000,1,A,Buford city (pt.),Georgia,14395,14453,14894
157,13,135,21184,00000,00000,1,A,Dacula city,Georgia,6894,6919,7008
157,13,135,23536,00000,00000,1,A,Doraville city (pt.),Georgia,6,6,6
157,13,135,24600,00000,00000,1,A,Duluth city,Georgia,31908,31892,31864
157,13,135,34596,00000,00000,1,A,Grayson city,Georgia,4706,4698,4679
157,13,135,45488,00000,00000,1,A,Lawrenceville city,Georgia,30436,30414,30516
157,13,135,46356,00000,00000,1,A,Lilburn city,Georgia,14495,14540,15168
157,13,135,47196,00000,00000,1,A,Loganville city (pt.),Georgia,3167,3181,3267
157,13,135,55776,00000,00000,1,A,Norcross city,Georgia,17227,17553,17642
157,13,135,59735,00000,00000,1,A,Peachtree Corners city,Georgia,42309,42268,42108
157,13,135,64792,00000,00000,1,A,Rest Haven town (pt.),Georgia,21,21,21
157,13,135,71604,00000,00000,1,A,Snellville city,Georgia,20508,20521,20753
157,13,135,74180,00000,00000,1,A,Sugar Hill city,Georgia,25093,25139,25259
157,13,135,74936,00000,00000,1,A,Suwanee city,Georgia,20776,20968,21918
157,13,135,99990,00000,00000,1,F,Balance of Gwinnett County,Georgia,718933,718994,722993
050,13,137,00000,00000,00000,0,A,Habersham County,Georgia,46031,46105,46774
157,13,137,01948,00000,00000,1,A,Alto town (pt.),Georgia,627,626,627
157,13,137,04980,00000,00000,1,A,Baldwin city (pt.),Georgia,2989,2998,3076
157,13,137,16460,00000,00000,1,A,Clarkesville city,Georgia,1905,1908,1937
157,13,137,19728,00000,00000,1,A,Cornelia city,Georgia,4567,4584,4791
157,13,137,22304,00000,00000,1,A,Demorest city,Georgia,1924,1927,1927
157,13,137,53284,00000,00000,1,A,Mount Airy town,Georgia,1411,1410,1435
157,13,137,75328,00000,00000,1,A,Tallulah Falls town (pt.),Georgia,81,81,81
157,13,137,99990,00000,00000,1,F,Balance of Habersham County,Georgia,32527,32571,32900
050,13,139,00000,00000,00000,0,A,Hall County,Georgia,203136,203589,207369
157,13,139,10076,00000,00000,1,A,Braselton town (pt.),Georgia,3251,3290,3469
157,13,139,11784,00000,00000,1,A,Buford city (pt.),Georgia,2683,2692,2789
157,13,139,16796,00000,00000,1,A,Clermont town,Georgia,1017,1033,1132
157,13,139,30340,00000,00000,1,A,Flowery Branch city,Georgia,9378,9490,10144
157,13,139,31908,00000,00000,1,A,Gainesville city,Georgia,42339,42538,43417
157,13,139,32860,00000,00000,1,A,Gillsville city (pt.),Georgia,210,209,211
157,13,139,47896,00000,00000,1,A,Lula city (pt.),Georgia,2509,2522,2570
157,13,139,57260,00000,00000,1,A,Oakwood city,Georgia,4818,4853,5373
157,13,139,64792,00000,00000,1,A,Rest Haven town (pt.),Georgia,24,24,24
157,13,139,99990,00000,00000,1,F,Balance of Hall County,Georgia,136907,136938,138240
050,13,141,00000,00000,00000,0,A,Hancock County,Georgia,8735,8722,8630
157,13,141,72584,00000,00000,1,A,Sparta city,Georgia,1352,1349,1332
157,13,141,99990,00000,00000,1,F,Balance of Hancock County,Georgia,7383,7373,7298
050,13,143,00000,00000,00000,0,A,Haralson County,Georgia,29919,29985,30572
157,13,143,10132,00000,00000,1,A,Bremen city (pt.),Georgia,7178,7207,7407
157,13,143,11616,00000,00000,1,A,Buchanan city,Georgia,929,930,937
157,13,143,75300,00000,00000,1,A,Tallapoosa city,Georgia,3219,3221,3247
157,13,143,75832,00000,00000,1,A,Temple city (pt.),Georgia,62,62,68
157,13,143,79808,00000,00000,1,A,Waco city,Georgia,530,530,539
157,13,143,99990,00000,00000,1,F,Balance of Haralson County,Georgia,18001,18035,18374
050,13,145,00000,00000,00000,0,A,Harris County,Georgia,34668,34927,35626
157,13,145,36220,00000,00000,1,A,Hamilton city,Georgia,1622,1634,1664
157,13,145,61124,00000,00000,1,A,Pine Mountain town (pt.),Georgia,1134,1142,1166
157,13,145,70428,00000,00000,1,A,Shiloh city,Georgia,405,409,415
157,13,145,80844,00000,00000,1,A,Waverly Hall town,Georgia,608,612,622
157,13,145,82132,00000,00000,1,A,West Point city (pt.),Georgia,946,949,962
157,13,145,99990,00000,00000,1,F,Balance of Harris County,Georgia,29953,30181,30797
050,13,147,00000,00000,00000,0,A,Hart County,Georgia,25828,25866,26409
157,13,147,09656,00000,00000,1,A,Bowersville town,Georgia,443,445,448
157,13,147,12932,00000,00000,1,A,Canon city (pt.),Georgia,28,28,28
157,13,147,37144,00000,00000,1,A,Hartwell city,Georgia,4441,4440,4503
157,13,147,45460,00000,00000,1,A,Lavonia city (pt.),Georgia,0,0,0
157,13,147,67452,00000,00000,1,A,Royston city (pt.),Georgia,661,660,665
157,13,147,99990,00000,00000,1,F,Balance of Hart County,Georgia,20255,20293,20765
050,13,149,00000,00000,00000,0,A,Heard County,Georgia,11412,11465,11565
157,13,149,15026,00000,00000,1,A,Centralhatchee town,Georgia,346,348,355
157,13,149,27708,00000,00000,1,A,Ephesus city,Georgia,473,475,478
157,13,149,31292,00000,00000,1,A,Franklin city,Georgia,918,920,923
157,13,149,99990,00000,00000,1,F,Balance of Heard County,Georgia,9675,9722,9809
050,13,151,00000,00000,00000,0,A,Henry County,Georgia,240712,241818,245235
157,13,151,36276,00000,00000,1,A,Hampton city,Georgia,8356,8384,8346
157,13,151,47140,00000,00000,1,A,Locust Grove city,Georgia,8938,9146,9750
157,13,151,48624,00000,00000,1,A,McDonough city,Georgia,29182,29448,30356
157,13,151,73704,00000,00000,1,A,Stockbridge city,Georgia,28944,29010,29163
157,13,151,99990,00000,00000,1,F,Balance of Henry County,Georgia,165292,165830,167620
050,13,153,00000,00000,00000,0,A,Houston County,Georgia,163633,164242,166829
157,13,153,14920,00000,00000,1,A,Centerville city,Georgia,8232,8256,8243
157,13,153,60340,00000,00000,1,A,Perry city (pt.),Georgia,20509,20818,21934
157,13,153,80508,00000,00000,1,A,Warner Robins city (pt.),Georgia,79757,79925,80866
157,13,153,99990,00000,00000,1,F,Balance of Houston County,Georgia,55135,55243,55786
050,13,155,00000,00000,00000,0,A,Irwin County,Georgia,9666,9643,9618
157,13,155,29528,00000,00000,1,A,Fitzgerald city (pt.),Georgia,0,0,0
157,13,155,57428,00000,00000,1,A,Ocilla city,Georgia,3734,3726,3720
157,13,155,99990,00000,00000,1,F,Balance of Irwin County,Georgia,5932,5917,5898
050,13,157,00000,00000,00000,0,A,Jackson County,Georgia,75907,76712,80286
157,13,157,02648,00000,00000,1,A,Arcade city,Georgia,1884,1898,1923
157,13,157,10076,00000,00000,1,A,Braselton town (pt.),Georgia,4247,4321,4591
157,13,157,19112,00000,00000,1,A,Commerce city,Georgia,7404,7461,7604
157,13,157,40056,00000,00000,1,A,Hoschton city,Georgia,2666,2743,3519
157,13,157,41988,00000,00000,1,A,Jefferson city,Georgia,13223,13339,13986
157,13,157,50484,00000,00000,1,A,Maysville town (pt.),Georgia,834,841,873
157,13,157,55468,00000,00000,1,A,Nicholson city,Georgia,1811,1820,1853
157,13,157,60032,00000,00000,1,A,Pendergrass town,Georgia,1691,1702,1740
157,13,157,75412,00000,00000,1,A,Talmo town,Georgia,277,278,282
157,13,157,99990,00000,00000,1,F,Balance of Jackson County,Georgia,41870,42309,43915
050,13,159,00000,00000,00000,0,A,Jasper County,Georgia,14588,14638,15278
157,13,159,52416,00000,00000,1,A,Monticello city,Georgia,2532,2540,2645
157,13,159,69784,00000,00000,1,A,Shady Dale town,Georgia,252,252,259
157,13,159,99990,00000,00000,1,F,Balance of Jasper County,Georgia,11804,11846,12374
050,13,161,00000,00000,00000,0,A,Jeff Davis County,Georgia,14779,14777,14872
157,13,161,22388,00000,00000,1,A,Denton city,Georgia,188,187,188
157,13,161,37564,00000,00000,1,A,Hazlehurst city,Georgia,4054,4051,4065
157,13,161,99990,00000,00000,1,F,Balance of Jeff Davis County,Georgia,10537,10539,10619
050,13,163,00000,00000,00000,0,A,Jefferson County,Georgia,15709,15658,15524
157,13,163,04448,00000,00000,1,A,Avera city,Georgia,221,220,218
157,13,163,05680,00000,00000,1,A,Bartow town,Georgia,186,186,184
157,13,163,47560,00000,00000,1,A,Louisville city,Georgia,2396,2386,2361
157,13,163,73004,00000,00000,1,A,Stapleton city,Georgia,399,398,395
157,13,163,79864,00000,00000,1,A,Wadley city,Georgia,1643,1638,1622
157,13,163,84456,00000,00000,1,A,Wrens city,Georgia,2212,2204,2180
157,13,163,99990,00000,00000,1,F,Balance of Jefferson County,Georgia,8652,8626,8564
050,13,165,00000,00000,00000,0,A,Jenkins County,Georgia,8674,8662,8639
157,13,165,51520,00000,00000,1,A,Millen city,Georgia,2964,2955,2934
157,13,165,99990,00000,00000,1,F,Balance of Jenkins County,Georgia,5710,5707,5705
050,13,167,00000,00000,00000,0,A,Johnson County,Georgia,9189,9168,9160
157,13,167,00660,00000,00000,1,A,Adrian city (pt.),Georgia,319,318,317
157,13,167,43892,00000,00000,1,A,Kite city,Georgia,165,165,164
157,13,167,84512,00000,00000,1,A,Wrightsville city,Georgia,3322,3315,3309
157,13,167,99990,00000,00000,1,F,Balance of Johnson County,Georgia,5383,5370,5370
050,13,169,00000,00000,00000,0,A,Jones County,Georgia,28347,28356,28400
157,13,169,34512,00000,00000,1,A,Gray city,Georgia,3409,3408,3407
157,13,169,99990,00000,00000,1,F,Balance of Jones County,Georgia,24938,24948,24993
050,13,171,00000,00000,00000,0,A,Lamar County,Georgia,18500,18550,19080
157,13,171,01248,00000,00000,1,A,Aldora town,Georgia,0,0,0
157,13,171,05344,00000,00000,1,A,Barnesville city,Georgia,6337,6330,6389
157,13,171,51604,00000,00000,1,A,Milner city,Georgia,768,768,776
157,13,171,99990,00000,00000,1,F,Balance of Lamar County,Georgia,11395,11452,11915
